name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Candidatus Walczuchella monophlebidarum	1415657	species	309299	6	3	0.0
Gloeobacter kilaueensis	1416614	species	4724791	19	11	0.0
Oceanisphaera profunda	1416627	species	3508860	16	12	0.0
Bordetella genomosp. 9	1416803	species	9084471	26	18	0.0
Bordetella genomosp. 8	1416806	species	6167536	33	21	0.0
Marinobacter similis	1420916	species	3975896	8	7	0.0
Marinobacter salarius	1420917	species	9246692	23	18	0.0
Geosporobacter ferrireducens	1424294	species	5817221	38	31	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	21	12	0.0
Candidatus Thioglobus singularis	1427364	species	1714148	15	12	0.0
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	2393449	17	9	0.0
Mucinivorans hirudinis	1433126	species	3149227	8	6	0.0
Komagataeibacter	1434011	genus	0	1	0	0.0
Methanosarcina sp. Kolksee	1434099	species	4553495	37	12	0.0
Methanosarcina sp. MTP4	1434100	species	4211468	15	14	0.0
Methanosarcina sp. WH1	1434102	species	3914091	22	10	0.0
Methanosarcina sp. WWM596	1434103	species	4137337	20	9	0.0
Vibrio tritonius	1435069	species	5221926	25	18	0.0
Candidatus Symbiobacter mobilis	1436290	species	2991840	12	9	0.0
Thermosipho sp. 1070	1437364	species	1781851	19	0	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	25	12	0.0
Ectothiorhodospira sp. BSL-9	1442136	species	3550080	9	7	0.0
Gynuella sunshinyii	1445505	species	6475959	32	26	0.0
Hymenobacter swuensis	1446467	species	5252070	22	17	0.0
Bacillus sp. Pc3	1446792	species	3982168	13	0	0.0
Aneurinibacillus sp. XH2	1450761	species	3664835	31	25	0.0
Sediminicola sp. YIK13	1453352	species	3569807	21	13	0.0
Chlamydia avium	1457141	species	1048269	6	3	0.0
Chlamydia gallinacea	1457153	species	1067108	9	4	0.0
Octadecabacter temperatus	1458307	species	3264628	10	8	0.0
Comamonadaceae bacterium A1	1458425	species	2574013	14	10	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	14	7	0.0
Myroides sp. ZB35	1458492	species	4065010	23	4	0.0
Thermosipho sp. 1063	1462747	species	1766633	20	1	0.0
Paenibacillus yonginensis	1462996	species	4985901	36	29	0.0
Klebsiella quasipneumoniae	1463165	species	21535338	39	6	0.0
Burkholderia sp. 2002721687	1468409	species	7285824	30	10	0.0
Burkholderiales bacterium GJ-E10	1469502	species	3276549	11	8	0.0
Actinoalloteichus hoggarensis	1470176	species	6606717	19	14	0.0
Zhongshania aliphaticivorans	1470434	species	4204359	19	13	0.0
Jeotgalibaca	1470540	genus	0	1	0	0.0
Novibacillus thermophilus	1471761	species	3629225	32	18	0.0
Basilea psittacipulmonis	1472345	species	1959069	11	10	0.0
Lentibacillus amyloliquefaciens	1472767	species	3858284	46	36	0.0
Nonlabens sp. MIC269	1476901	species	2884293	28	18	0.0
Methylobacterium sp. C1	1479019	species	6459145	21	4	0.0
Hartmannibacter diazotrophicus	1482074	species	5449775	16	14	0.0
Thermofilum carboxyditrophus	1483572	species	1754190	4	0	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	36	24	0.0
Hymenobacter sp. PAMC 26628	1484118	species	5366977	31	26	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	26	12	0.0
Pantoea sp. PSNIH1	1484158	species	4410683	25	16	0.0
Rhodoferax saidenbachensis	1484693	species	4264855	15	9	0.0
Lacinutrix venerupis	1486034	species	3192399	35	31	0.0
Gramella flava	1486245	species	4007868	26	21	0.0
Martelella endophytica	1486262	species	4817335	21	17	0.0
Candidatus Sodalis pierantonius	1486991	species	4513140	33	20	0.0
Corynebacterium sp. ATCC 6931	1487956	species	2471920	9	4	0.0
Anoxybacillus sp. B2M1	1490052	species	3819480	42	29	0.0
Anoxybacillus sp. B7M1	1490057	species	3869056	26	15	0.0
Flavobacterium gilvum	1492737	species	4402594	41	31	0.0
Flavisolibacter tropicus	1492898	species	5940863	33	21	0.0
Arthrobacter sp. PAMC 25486	1494608	species	4593579	11	5	0.0
methanogenic archaeon ISO4-H5	1495144	species	1937883	2	0	0.0
Streptomyces sp. M56	1495638	species	11742376	41	24	0.0
Candidatus Evansia muelleri	1495769	species	357498	8	6	0.0
Chromobacteriaceae	1499392	family	0	2	0	0.0
Escherichia marmotae	1499973	species	4896291	22	8	0.0
Aneurinibacillus soli	1500254	species	4116770	19	17	0.0
Pseudomonas sp. Os17	1500686	species	6885464	32	5	0.0
Pseudomonas sp. St29	1500687	species	6833117	35	9	0.0
Campylobacter sp. RM16704	1500960	species	1557536	29	19	0.0
Prochlorococcus sp. MIT 0604	1501268	species	1780061	26	12	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	19	11	0.0
Burkholderia stagnalis	1503054	species	7583807	34	18	0.0
Burkholderia territorii	1503055	species	6902370	21	7	0.0
Halomonas sp. KO116	1504981	species	5168360	21	18	0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	species	749321	8	6	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	15	8	0.0
Thermococcus eurythermalis	1505907	species	2126164	8	6	0.0
Jeotgalibacillus malaysiensis	1508404	species	4119509	61	49	0.0
Thermotoga caldifontis	1508419	species	2014912	7	4	0.0
Thermotoga profunda	1508420	species	2187612	8	5	0.0
Candidatus Arthromitus sp. SFB-mouse-NL	1508644	species	1654902	35	7	0.0
Ruminiclostridium	1508657	genus	0	1	0	0.0
Candidatus Nucleicultrix amoebiphila	1509244	species	1838212	11	10	0.0
Parasaccharibacter apium	1510841	species	2011634	7	5	0.0
Pseudoalteromonas sp. NC201	1514074	species	5378320	28	13	0.0
Erysipelothrix larvae	1514105	species	2511486	18	13	0.0
Sphingopyxis fribergensis	1515612	species	5202172	28	22	0.0
Mycobacterium stephanolepidis	1520670	species	4994485	10	5	0.0
Dehalococcoides sp. UCH007	1522671	species	1473548	6	2	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	11	11	0.0
Bosea vaviloviae	1526658	species	6713548	35	14	0.0
Planococcus sp. PAMC 21323	1526927	species	3199864	26	20	0.0
Rickettsiales bacterium Ac37b	1528098	species	1917564	28	20	0.0
Lawsonella clevelandensis	1528099	species	3775705	6	4	0.0
Paracoccus sp. BM15	1529068	species	3954736	14	11	0.0
Polaribacter sp. BM10	1529069	species	3254403	43	39	0.0
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	3	3	0.0
Brevundimonas sp. DS20	1532555	species	3475610	11	6	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	26	11	0.0
Vibrio hyugaensis	1534743	species	5612082	18	9	0.0
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	22	8	0.0
Paenibacillus sp. FSL R5-0345	1536770	species	6787172	26	16	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	26	10	0.0
Paenibacillus sp. FSL R7-0273	1536772	species	7288921	33	26	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	28	19	0.0
Paenibacillus sp. FSL H7-0357	1536774	species	7692748	28	24	0.0
Paenibacillus sp. FSL H7-0737	1536775	species	6765883	27	17	0.0
Methylomonas denitrificans	1538553	species	5172098	18	14	0.0
Sphingobacterium sp. ML3W	1538644	species	5329010	44	38	0.0
Treponema sp. OMZ 838	1539298	species	2708067	19	13	0.0
Candidatus Izimaplasma sp. HR1	1541959	species	1878735	26	16	0.0
Francisella sp. CA97-1460	1542390	species	1861609	32	24	0.0
Sedimenticola thiotaurini	1543721	species	3962284	9	7	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	29	24	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	18	16	0.0
Marinitoga sp. 1137	1545835	species	2290181	45	4	0.0
Diaphorobacter polyhydroxybutyrativorans	1546149	species	4061276	26	16	0.0
Bacillus weihaiensis	1547283	species	4361276	51	41	0.0
Francisella sp. FSC1006	1547445	species	2015987	20	16	0.0
Woeseia oceani	1548547	species	4059891	13	9	0.0
Haematospirillum jordaniae	1549855	species	2467625	26	21	0.0
Sphingomonas taxi	1549858	species	4061902	26	14	0.0
Thermofilum uzonense	1550241	species	1611988	1	1	0.0
Mucilaginibacter gotjawali	1550579	species	6343898	34	25	0.0
Limnochorda pilosa	1555112	species	3817036	7	6	0.0
Enterobacter sp. E20	1560339	species	4763114	8	0	0.0
Sphingomonas panacis	1560345	species	5322941	27	26	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	27	13	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	12	9	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	7	3	0.0
Kangiella profundi	1561924	species	2653010	9	8	0.0
Fermentimonas caenicola	1562970	species	2808926	20	14	0.0
Rhodococcus sp. B7740	1564114	species	5341557	12	11	0.0
Rhodovulum sp. P5	1564506	species	4473545	9	6	0.0
Carnobacterium sp. CP1	1564681	species	2614401	48	29	0.0
Bacillus sp. X1(2014)	1565991	species	3422674	55	38	0.0
Paenibacillus sp. IHBB 10380	1566358	species	5787303	42	29	0.0
Mycobacterium sp. NRRL B-3805	1570328	species	5421338	15	0	0.0
Bacillus sp. BH072	1570330	species	4069641	30	18	0.0
Rhodococcus sp. 2G	1570939	species	5596514	12	2	0.0
Rhizobium sp. ACO-34A	1571470	species	6284736	21	18	0.0
Ruminococcaceae bacterium CPB6	1572656	species	2069994	19	9	0.0
Bacillus sp. YP1	1574141	species	4153566	25	3	0.0
Candidatus Methanoplasma termitum	1577791	species	1488669	5	4	0.0
Mycobacterium saopaulense	1578165	species	4649175	15	11	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	24	15	0.0
Halocynthiibacter arcticus	1579316	species	4376120	13	11	0.0
Wenzhouxiangella marina	1579979	species	3675202	10	7	0.0
Candidatus Nitrosopumilus adriaticus	1580092	species	1803090	17	16	0.0
Phaeobacter piscinae	1580596	species	29607336	24	13	0.0
Sulfurospirillum sp. UCH001	1581011	species	2606563	12	8	0.0
Candidatus Methylopumilus planktonicus	1581557	species	1356428	13	13	0.0
Candidatus Methylopumilus turicensis	1581680	species	1754988	16	14	0.0
Fusobacterium hwasookii	1583098	species	2496436	72	32	0.0
Myroides sp. A21	1583100	species	4155464	29	8	0.0
Pseudomonas cerasi	1583341	species	12724617	18	6	0.0
Lentzea guizhouensis	1586287	species	9997872	36	25	0.0
Helicobacter himalayensis	1591088	species	1829936	11	7	0.0
Haloarcula sp. CBA1115	1592728	species	4225046	4	0	0.0
Coxiella-like endosymbiont	1592897	species	1733840	14	11	0.0
Planococcus faecalis	1598147	species	3495892	59	23	0.0
Candidatus Nitrosotenuis cloacae	1603555	species	1620156	11	9	0.0
Desulfuromonas soudanensis	1603606	species	3958620	10	9	0.0
Halanaeroarchaeum sulfurireducens	1604004	species	4463238	7	5	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	26	18	0.0
Candidatus Filomicrobium marinum	1608628	species	7939883	8	8	0.0
Pyrococcus kukulkanii	1609559	species	1977126	3	3	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	20	12	0.0
Methanobrevibacter sp. YE315	1609968	species	2273296	23	21	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	42	16	0.0
Tessaracoccus flavus	1610493	species	3222890	7	6	0.0
Halomonas sp. R57-5	1610576	species	5031573	22	19	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	36	16	0.0
Niveispirillum cyanobacteriorum	1612173	species	6048780	23	13	0.0
Actinoalloteichus sp. GBA129-24	1612551	species	7275385	22	1	0.0
Actinoalloteichus sp. ADI127-7	1612552	species	7120854	20	0	0.0
Geminocystis sp. NIES-3708	1615909	species	4042078	54	49	0.0
Streptomyces formicae	1616117	species	9611874	32	17	0.0
Paenibacillus bovis	1616788	species	5517199	33	19	0.0
Geminocystis sp. NIES-3709	1617448	species	4426059	44	37	0.0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	species	7339908	36	27	0.0
Arthrobacter sp. IHBB 11108	1618207	species	3599434	8	6	0.0
Cnuibacter physcomitrellae	1619308	species	4351649	18	14	0.0
Erwinia gerundensis	1619313	species	4481256	27	18	0.0
Sulfuricaulis limicola	1620215	species	2864672	15	13	0.0
Spongiibacter sp. IMCC21906	1620392	species	3481669	19	15	0.0
Hoeflea sp. IMCC20628	1620421	species	5119813	19	12	0.0
Lutibacter profundi	1622118	species	2966978	48	39	0.0
Bacillus sp. LM 4-2	1628753	species	4069266	37	4	0.0
Dermabacter vaginalis	1630135	species	2392314	4	3	0.0
Candidatus Nitrosoglobus terrae	1630141	species	2018309	7	5	0.0
Gemmata sp. SH-PL17	1630693	species	9045424	26	20	0.0
Weissella jogaejeotgali	1631871	species	2149545	25	14	0.0
Planctomyces sp. SH-PL14	1632864	species	8442773	16	13	0.0
Acetobacter oryzifermentans	1633874	species	3106397	11	2	0.0
Citromicrobium sp. JL477	1634516	species	3258499	19	15	0.0
Planctomyces sp. SH-PL62	1636152	species	6784659	21	13	0.0
Acinetobacter sp. ACNIH1	1636603	species	3696158	28	16	0.0
Aeromonas sp. ASNIH1	1636606	species	5079402	77	2	0.0
Aeromonas sp. ASNIH2	1636607	species	4864532	11	1	0.0
Aeromonas sp. ASNIH3	1636608	species	5033911	11	2	0.0
Aeromonas sp. ASNIH4	1636609	species	5480196	44	3	0.0
Pseudomonas sp. PONIH3	1636610	species	6313552	27	6	0.0
Burkholderia sp. MSMB617WGS	1637831	species	6913798	33	2	0.0
Burkholderia sp. MSMB0266	1637837	species	7427555	39	6	0.0
Burkholderia sp. MSMB0852	1637841	species	7081173	23	8	0.0
Verrucomicrobia bacterium IMCC26134	1637999	species	4001000	12	8	0.0
Chania multitudinisentens	1639108	species	5488183	34	31	0.0
Magnetospirillum sp. ME-1	1639348	species	4551873	22	12	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	26	17	0.0
Streptomyces alfalfae	1642299	species	8625867	26	17	0.0
Petrimonas mucosa	1642646	species	3717632	10	8	0.0
Proteiniphilum saccharofermentans	1642647	species	4414963	16	14	0.0
Devosia sp. H5989	1643450	species	4594249	12	8	0.0
Eggerthellales	1643822	order	0	2	0	0.0
Pseudothermotoga	1643951	genus	0	1	0	0.0
Haloferacales	1644055	order	0	1	0	0.0
Natrialbales	1644060	order	0	2	0	0.0
Maribacter sp. 1_2014MBL_MicDiv	1644130	species	4399611	29	22	0.0
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	species	6453540	50	38	0.0
Acinetobacter sp. TTH0-4	1646498	species	2962453	19	13	0.0
Anabaena sp. WA102	1647413	species	5782034	45	26	0.0
Erythrobacter atlanticus	1648404	species	3226359	10	10	0.0
Bacillus paralicheniformis	1648923	species	13246538	45	23	0.0
Streptomyces sp. CFMR 7	1649184	species	8307279	23	7	0.0
Rubinisphaera	1649490	genus	0	5	0	0.0
Pseudomonas sp. CCOS 191	1649877	species	6012947	40	12	0.0
Edwardsiella sp. LADL05-105	1650654	species	4142037	30	0	0.0
Actinobacteria bacterium IMCC26256	1650658	species	2461858	6	4	0.0
Corynebacterium crudilactis	1652495	species	3217288	3	3	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	13	9	0.0
Caldimicrobium thiodismutans	1653476	species	1814952	12	11	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	20	16	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	9	6	0.0
Alloactinosynnema sp. L-07	1653480	species	7405112	37	28	0.0
Blattabacterium cuenoti	1653831	species	632430	12	9	0.0
Mitsuaria sp. 7	1658665	species	6085092	36	25	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	15	9	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	20	14	0.0
Pseudomonas sp. GR 6-02	1659194	species	6500345	27	13	0.0
Campylobacter sp. NCTC 13003	1660064	species	1593985	23	7	0.0
Campylobacter sp. RM6137	1660073	species	1640613	13	11	0.0
Campylobacter sp. RM8964	1660074	species	1754294	25	10	0.0
Campylobacter sp. RM12175	1660076	species	1612610	23	8	0.0
Leptospirillum sp. Group II 'CF-1'	1660083	species	2709324	12	6	0.0
Streptomyces sp. Tue 6075	1661694	species	7931832	19	12	0.0
Methylophilus sp. TWE2	1662285	species	3079044	12	9	0.0
Acidovorax sp. NA2	1662456	species	4058023	15	4	0.0
Acidovorax sp. P3	1662457	species	4565632	18	8	0.0
Acidovorax sp. P4	1662458	species	4704737	20	5	0.0
Magnetospirillum sp. XM-1	1663591	species	4992477	21	11	0.0
Bacillus glycinifermentans	1664069	species	9266909	43	27	0.0
Mesorhizobium sp. B7	1670800	species	5324561	18	12	0.0
Marinobacter sp. CP1	1671721	species	4768422	11	7	0.0
Sphingobium hydrophobicum	1673076	species	4602637	20	15	0.0
Cuniculiplasma divulgatum	1673428	species	1878916	50	47	0.0
Borrelia mayonii	1674146	species	2613603	17	9	0.0
Labrenzia sp. CP4	1674922	species	6051301	22	8	0.0
Thermococcus sp. 2319x1	1674923	species	1961221	2	2	0.0
Sulfurifustis variabilis	1675686	species	3958814	12	7	0.0
Herbivorax saccincola	1677857	species	3604547	38	30	0.0
Massilia sp. NR 4-1	1678028	species	6361416	44	29	0.0
Limnohabitans sp. 63ED37-2	1678128	species	3372992	9	6	0.0
Limnohabitans sp. 103DPR2	1678129	species	2948795	8	6	0.0
Burkholderia sp. HB1	1678678	species	7206167	30	24	0.0
Akkermansia glycaniphila	1679444	species	3074078	10	7	0.0
Herbinix luporum	1679721	species	2609352	25	20	0.0
Mycobacterium sp. YC-RL4	1682113	species	6053985	22	16	0.0
Chryseobacterium glaciei	1685010	species	4871648	64	60	0.0
Bartonella apis	1686310	species	8151641	25	18	0.0
Pseudonocardia sp. EC080610-09	1688404	species	7131853	26	3	0.0
Arthrobacter sp. LS16	1690248	species	3851242	17	10	0.0
Pseudonocardia sp. HH130630-07	1690815	species	6680451	27	15	0.0
Enterobacter sp. FY-07	1692238	species	5138701	34	26	0.0
Paenibacillus sp. 32O-W	1695218	species	5375858	30	20	0.0
Microbacterium sp. CGR1	1696072	species	3634864	13	4	0.0
Bordetella sp. H567	1697043	species	5532470	29	20	0.0
Oblitimonas alkaliphila	1697053	species	14141857	14	11	0.0
Psychrobacter sp. P2G3	1699622	species	3366617	22	9	0.0
Psychrobacter sp. P11G5	1699624	species	3519144	17	3	0.0
Citrobacter sp. FDAARGOS_156	1702170	species	4727498	24	12	0.0
Faecalibaculum rodentium	1702221	species	2542486	5	3	0.0
Negativicoccus massiliensis	1702287	species	1360589	9	5	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	32	15	0.0
Rhizobium sp. N113	1703960	species	6524337	2	0	0.0
Rhizobium sp. N1314	1703961	species	6274511	4	0	0.0
Rhizobium sp. N1341	1703962	species	6555560	2	0	0.0
Rhizobium sp. N621	1703964	species	6425255	1	0	0.0
Rhizobium sp. N6212	1703965	species	6424414	1	0	0.0
Rhizobium sp. N731	1703966	species	6274507	4	0	0.0
Rhizobium sp. N741	1703967	species	6556348	1	0	0.0
Rhizobium sp. N324	1703969	species	6972593	18	8	0.0
Arthrobacter sp. ERGS1:01	1704044	species	4936686	16	10	0.0
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	species	915884	3	3	0.0
Methylovulum psychrotolerans	1704499	species	4923400	23	19	0.0
Candidatus Thioglobus autotrophicus	1705394	species	1512449	7	5	0.0
Capnocytophaga sp. oral taxon 323	1705617	species	2614527	23	8	0.0
Gemmatirosa	1706036	genus	0	1	0	0.0
Spongiibacteraceae	1706375	family	0	2	0	0.0
Massilia sp. WG5	1707785	species	6267305	39	26	0.0
Thermococcus piezophilus	1712654	species	1928800	2	2	0.0
Turicibacter sp. H121	1712675	species	2622031	92	68	0.0
Microbacterium sp. No. 7	1714373	species	4827965	15	11	0.0
Staphylococcus sp. AntiMn-1	1715860	species	2738396	74	33	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	9	4	0.0
Pseudodesulfovibrio indicus	1716143	species	3966573	13	7	0.0
Marinifilaceae bacterium SPP2	1717717	species	5718991	47	40	0.0
Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	species	4859883	38	20	0.0
Psychrobacter sp. AntiMn-1	1720344	species	3138120	14	10	0.0
Chryseobacterium sp. IHB B 17019	1721091	species	4077766	39	34	0.0
Rhodococcus sp. 008	1723645	species	7438324	14	2	0.0
Candidatus Desulfovibrio trichonymphae	1725232	species	1410056	6	5	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	33	27	0.0
Algoriphagus sp. M8-2	1727163	species	3882610	25	21	0.0
Pedobacter sp. PACM 27299	1727164	species	6147290	28	20	0.0
Methylomonas sp. DH-1	1727196	species	5127407	23	7	0.0
Rhodococcus sp. H-CA8f	1727214	species	6497607	9	7	0.0
Salegentibacter sp. T436	1729720	species	4086550	45	37	0.0
Algibacter alginicilyticus	1736674	species	3994770	52	43	0.0
Devosia sp. A16	1736675	species	5032994	30	26	0.0
Agarilytica rhodophyticola	1737490	species	7113812	41	37	0.0
Burkholderia sp. Bp5365	1740162	species	7287809	25	1	0.0
Burkholderia sp. Bp7605	1740163	species	5705688	32	20	0.0
Chania	1745211	genus	0	1	0	0.0
Cuniculiplasmataceae	1747776	family	0	2	0	0.0
Cuniculiplasma	1747777	genus	0	1	0	0.0
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	species	647830	12	4	0.0
Marinobacter sp. LQ44	1749259	species	4435564	13	10	0.0
Kurthia sp. 11kri321	1750719	species	2964527	51	31	0.0
Nostoc sp. NIES-3756	1751286	species	6987571	45	32	0.0
Streptomyces sp. 4F	1751294	species	8047771	17	8	0.0
Fischerella sp. NIES-3754	1752063	species	5826863	34	24	0.0
Leptolyngbya sp. NIES-3755	1752064	species	6761657	19	18	0.0
Paraphotobacterium marinum	1755811	species	2593992	47	38	0.0
Elizabethkingia genomosp. 3	1756149	species	4433522	43	19	0.0
Elizabethkingia genomosp. 4	1756150	species	4216720	41	26	0.0
Celeribacter ethanolicus	1758178	species	4157437	10	7	0.0
Aeromonas sp. ASNIH5	1758179	species	4783196	42	9	0.0
Acinetobacter sp. ACNIH2	1758189	species	4169274	29	20	0.0
Achromobacter sp. AONIH1	1758194	species	6648943	33	21	0.0
Serratia sp. SSNIH1	1758196	species	5388594	33	4	0.0
Serinicoccus sp. JLT9	1758689	species	3597394	11	9	0.0
Caulobacteraceae bacterium OTSz_A_272	1759059	species	3732719	24	17	0.0
Streptococcus sp. A12	1759399	species	1874337	8	4	0.0
Serratia sp. YD25	1759437	species	5117644	32	11	0.0
Pseudoalteromonas sp. 13-15	1761891	species	4099967	28	20	0.0
Isosphaeraceae	1763524	family	0	5	0	0.0
Flavobacterium crassostreae	1763534	species	3027315	27	24	0.0
Hydrogenophaga crassostreae	1763535	species	4944132	20	12	0.0
Thalassotalea crassostreae	1763536	species	3861670	21	17	0.0
Paenibacillus crassostreae	1763538	species	4757181	29	25	0.0
Deinococcus actinosclerus	1768108	species	3264334	9	5	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	27	19	0.0
Microbulbifer aggregans	1769779	species	3864326	12	11	0.0
Salinicola tamaricis	1771309	species	4276240	19	13	0.0
Arthrobacter sp. ATCC 21022	1771959	species	4434904	14	9	0.0
Polaribacter vadi	1774273	species	3809314	48	39	0.0
Bacillus sp. SDLI1	1774743	species	4134042	33	2	0.0
Rhodanobacteraceae	1775411	family	0	2	0	0.0
Alteromonas sp. Mac1	1777491	species	4696291	19	3	0.0
Candidatus Doolittlea endobia	1778262	species	846562	6	4	0.0
Candidatus Hoaglandella endobia	1778263	species	636713	3	3	0.0
Candidatus Mikella endobia	1778264	species	352837	15	11	0.0
Dickeya fangzhongdai	1778540	species	5032447	26	12	0.0
Rhodothermaceae bacterium RA	1779382	species	4653222	20	15	0.0
Streptomyces sp. S10(2016)	1783515	species	9083372	25	14	0.0
Acinetobacter lactucae	1785128	species	3981712	27	7	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	38	28	0.0
Leptotrichia sp. oral taxon 847	1785996	species	2194935	32	22	0.0
Pseudomonas versuta	1788301	species	5149788	17	10	0.0
Acinetobacter larvae	1789224	species	3741098	23	19	0.0
Wenyingzhuangia fucanilytica	1790137	species	3427057	30	23	0.0
Bosea sp. PAMC 26642	1792307	species	5510355	19	14	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	25	18	0.0
Stenotrophomonas sp. KCTC 12332	1793721	species	4541594	19	10	0.0
Burkholderia sp. PAMC 26561	1795043	species	7431919	16	4	0.0
Microbacterium sp. PAMC 28756	1795053	species	3539061	14	4	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	10	9	0.0
Variovorax sp. PAMC 28711	1795631	species	4316152	17	11	0.0
Burkholderia sp. PAMC 28687	1795874	species	6881273	25	15	0.0
Bacteroides caecimuris	1796613	species	4839927	27	20	0.0
Blautia sp. YL58	1796616	species	5128746	16	10	0.0
Flavivirga eckloniae	1803846	species	5665358	58	47	0.0
Burkholderia sp. OLGA172	1804984	species	8574890	36	27	0.0
Olsenella sp. Marseille-P2300	1805478	species	2176737	6	1	0.0
Christensenella massiliensis	1805714	species	2560186	11	7	0.0
Rhodococcus sp. MTM3W5.2	1805827	species	5665081	21	14	0.0
Rouxiella sp. ERMR1:05	1805933	species	5530672	29	13	0.0
Candidatus Promineofilum breve	1806508	species	5033966	26	16	0.0
Sphingorhabdus sp. M41	1806885	species	3339521	8	8	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	12	8	0.0
Stanieria sp. NIES-3757	1807358	species	5463308	41	32	0.0
Rhodococcus sp. BH4	1807790	species	7019149	11	1	0.0
Acinetobacter sp. LoGeW2-3	1808001	species	3357734	12	10	0.0
Herminiimonas arsenitoxidans	1809410	species	3784322	23	21	0.0
Immundisolibacter cernigliae	1810504	species	3243537	29	20	0.0
Streptococcus pantholopis	1811193	species	2241302	11	9	0.0
Streptomyces sp. fd1-xmd	1812480	species	7929999	22	13	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	6678013	24	6	0.0
Enterobacter cloacae complex 'Hoffmann cluster IV'	1812935	species	4899997	18	7	0.0
Shigella sp. PAMC 28760	1813821	species	4558287	89	1	0.0
Streptococcus halotolerans	1814128	species	2182100	19	15	0.0
Colwellia sp. PAMC 20917	1816218	species	4683314	36	29	0.0
Colwellia sp. PAMC 21821	1816219	species	4884300	48	33	0.0
Marinobacterium aestuarii	1821621	species	5191608	20	17	0.0
Edwardsiella anguillarum	1821960	species	4329652	30	0	0.0
Paraburkholderia	1822464	genus	0	4	0	0.0
Desulfuromonas sp. DDH964	1823759	species	3924652	17	13	0.0
Candidatus Nitrosotenuis	1825023	genus	0	1	0	0.0
Streptococcus marmotae	1825069	species	2322791	18	14	0.0
Synechococcus sp. NIES-970	1827144	species	3123859	12	9	0.0
Bacillus sp. IHB B 7164	1827146	species	5036631	46	3	0.0
Pseudomonas sp. MYb193	1827300	species	6211636	20	6	0.0
Stenotrophomonas sp. MYb57	1827305	species	4694453	26	13	0.0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	species	3263775	11	7	0.0
Enterobacter sp. ODB01	1827481	species	4534036	20	0	0.0
Desulfotomaculum ferrireducens	1833852	species	3240180	14	8	0.0
Lachnoclostridium sp. YL32	1834196	species	7225339	29	21	0.0
Ruminiclostridium sp. KB18	1834198	species	3802844	15	9	0.0
Parabacteroides sp. YL27	1834200	species	3306457	7	6	0.0
Burkholderiales bacterium YL45	1834205	species	2923112	14	12	0.0
Erysipelotrichaceae bacterium I46	1834207	species	4468297	36	27	0.0
Fibrella sp. ES10-3-2-2	1834519	species	6408035	24	20	0.0
